x,y
487.0400695800781,86.26367950439453
349.69622802734375,369.0613098144531
629.8048095703125,260.27655029296875
365.12860107421875,43.16191864013672
362.607666015625,284.7003479003906
484.52691650390625,244.3539276123047
367.60406494140625,197.46788024902344
509.9269104003906,375.3988037109375
584.0888061523438,229.52174377441406
536.9767456054688,132.09544372558594
427.0354309082031,354.1139221191406
482.3199157714844,184.6788787841797
321.5499267578125,220.00924682617188
381.2627868652344,50.04730224609375
403.9476318359375,144.2144317626953
440.1787414550781,200.62696838378906
459.8389587402344,213.99420166015625
479.9649963378906,186.36248779296875
465.9234924316406,288.03912353515625
353.9649963378906,375.3346252441406
414.3681945800781,359.8038330078125
342.822998046875,376.6490783691406
478.0057678222656,210.0487060546875
248.8448944091797,193.30615234375
342.0150146484375,335.7982177734375
604.6519775390625,289.5094299316406
290.1690673828125,214.17478942871094
405.31805419921875,85.43590545654297
563.5184326171875,304.95977783203125
558.26611328125,75.94523620605469
318.09637451171875,168.7693328857422
427.3926086425781,343.2974548339844
488.2149963378906,71.69651794433594
470.314208984375,265.3303527832031
352.93463134765625,217.7488555908203
559.7254638671875,260.29400634765625
532.3901977539062,142.1475067138672
262.7322082519531,216.448486328125
525.9961547851562,296.8991394042969
263.4493408203125,193.38487243652344
524.5631103515625,308.76617431640625
552.6689453125,248.99122619628906
408.36346435546875,255.62710571289062
551.05078125,57.52394104003906
549.640380859375,209.54226684570312
342.5511474609375,120.31622314453125
356.9613342285156,297.00347900390625
507.75299072265625,86.37098693847656
510.2940979003906,400.9128723144531
286.7539367675781,188.49708557128906
553.1072387695312,350.93597412109375
562.3192138671875,321.1617126464844
335.2906188964844,261.5829162597656
327.50341796875,352.5752868652344
384.4454345703125,304.3085632324219
315.2154235839844,252.840087890625
508.6663818359375,249.894775390625
508.2764892578125,371.2768859863281
354.504638671875,222.18978881835938
619.5073852539062,250.82449340820312
555.6897583007812,396.32427978515625
514.2118530273438,142.3354949951172
388.7029113769531,319.4814147949219
479.4546203613281,72.48357391357422
373.570068359375,166.28219604492188
550.6427001953125,299.8710632324219
361.12396240234375,289.74072265625
574.684814453125,378.8155517578125
396.7635192871094,285.6148681640625
485.6878356933594,57.706634521484375
529.072509765625,292.0846862792969
399.6614074707031,363.82733154296875
493.9756774902344,256.2071838378906
509.2952880859375,336.6461181640625
345.8475036621094,292.69964599609375
484.9549255371094,89.60586547851562
259.28955078125,240.64273071289062
362.9997253417969,325.8893737792969
310.9156188964844,188.64852905273438
480.3865966796875,132.15240478515625
508.1229553222656,221.66067504882812
284.6969299316406,166.11593627929688
252.45663452148438,236.68844604492188
253.33023071289062,255.2271270751953
378.4456787109375,84.25243377685547
324.203125,205.61842346191406
530.9033203125,301.990966796875
642.1239013671875,210.97691345214844
420.99530029296875,96.8442611694336
242.4188995361328,234.12071228027344
385.3916015625,280.98126220703125
429.5694274902344,221.84820556640625
495.1683044433594,144.77755737304688
