x,y
441.86651611328125,199.84896850585938
288.69720458984375,215.08206176757812
482.6358642578125,313.10369873046875
263.19512939453125,237.590576171875
389.3759765625,149.1690673828125
430.2521057128906,238.5978546142578
377.8875427246094,247.5469512939453
477.5461120605469,209.57691955566406
425.5447998046875,194.7092742919922
458.6530456542969,214.23670959472656
566.8670043945312,155.8661346435547
399.28790283203125,170.09681701660156
471.76953125,282.8178405761719
314.16888427734375,229.192138671875
398.9693298339844,181.26333618164062
475.7107238769531,165.24588012695312
663.6937255859375,177.57962036132812
496.3280334472656,257.76190185546875
431.2759094238281,263.5144958496094
499.0088806152344,243.17843627929688
462.09136962890625,304.9418640136719
605.0487060546875,216.8218536376953
493.3494567871094,148.05397033691406
485.8443908691406,260.62017822265625
418.7370910644531,170.00271606445312
469.6111145019531,169.16004943847656
523.0188598632812,252.53639221191406
508.86376953125,256.3999938964844
647.7442016601562,222.68682861328125
341.9280700683594,214.1109619140625
477.9912414550781,301.9440612792969
376.2752990722656,266.4156494140625
549.244384765625,284.89398193359375
413.4857177734375,303.6224365234375
410.7843933105469,188.95359802246094
423.4487609863281,154.8123779296875
423.7604675292969,210.56005859375
378.25933837890625,167.08218383789062
434.70086669921875,286.6116027832031
426.1642150878906,141.9641571044922
517.6357421875,152.2503204345703
466.7856750488281,214.00978088378906
500.2001037597656,232.38848876953125
483.55694580078125,178.72604370117188
388.5297546386719,167.7190704345703
648.160888671875,161.9124755859375
371.9100646972656,194.64767456054688
225.0291748046875,198.45835876464844
497.4586486816406,303.896484375
316.54150390625,136.4246368408203
431.6673583984375,200.80477905273438
405.8023986816406,261.1448059082031
343.36212158203125,247.38189697265625
498.7344665527344,178.67105102539062
476.2778015136719,309.2705383300781
439.83441162109375,310.23199462890625
573.3594970703125,268.310302734375
508.5867919921875,231.8888397216797
390.2861328125,223.6790771484375
517.5236206054688,201.2159881591797
462.738525390625,302.0576171875
379.8419189453125,272.5168762207031
501.6979064941406,297.544921875
634.7280883789062,279.0736389160156
413.8400573730469,146.68325805664062
457.8326110839844,199.82838439941406
465.92962646484375,227.40432739257812
412.5152282714844,202.5966796875
439.37908935546875,226.7316131591797
497.92340087890625,270.068359375
441.2324523925781,196.310791015625
443.2712707519531,209.30706787109375
523.7973022460938,206.5745391845703
521.7691040039062,158.0488739013672
423.30352783203125,263.67138671875
433.4650573730469,289.67572021484375
229.7673797607422,254.8629608154297
393.4733581542969,301.18231201171875
610.1046752929688,158.51486206054688
379.09466552734375,164.03408813476562
436.90924072265625,206.7184600830078
510.15277099609375,307.29119873046875
460.1540222167969,209.26885986328125
424.51373291015625,293.97052001953125
390.96307373046875,202.58592224121094
647.653564453125,229.36740112304688
549.4535522460938,196.8310546875
230.77052307128906,287.3784484863281
531.7230224609375,262.8980407714844
239.84909057617188,184.77244567871094
605.739501953125,146.89837646484375
262.07440185546875,135.69284057617188
469.4544982910156,179.3367462158203
473.2852478027344,253.4783172607422
397.5066223144531,260.0790710449219
445.2572326660156,157.33856201171875
314.3659362792969,292.3118591308594
393.0371398925781,229.4263153076172
541.8116455078125,145.94869995117188
478.4375915527344,261.4923095703125
448.07110595703125,296.0345153808594
397.81646728515625,190.03082275390625
450.6871337890625,140.9874725341797
505.43377685546875,298.5257873535156
366.991943359375,167.56044006347656
244.8400115966797,190.97470092773438
375.16375732421875,162.2017822265625
376.9656677246094,165.28099060058594
463.5378112792969,215.91534423828125
431.2095947265625,212.74569702148438
469.05072021484375,293.70458984375
469.1419982910156,197.8237762451172
515.477294921875,302.3008117675781
598.7647094726562,261.3349914550781
486.24462890625,244.519287109375
669.4771118164062,297.2462158203125
434.7630310058594,152.02398681640625
418.8238525390625,254.93975830078125
672.5399780273438,252.33541870117188
485.29217529296875,234.1329345703125
405.4953918457031,271.0760803222656
479.4068908691406,154.15850830078125
429.8719787597656,221.486572265625
518.7621459960938,144.59652709960938
519.3676147460938,255.5196990966797
416.9297790527344,153.91867065429688
298.2788391113281,220.27108764648438
428.0240783691406,298.4048156738281
522.4141235351562,160.38626098632812
432.177978515625,151.0531463623047
525.2354736328125,246.89295959472656
282.5277099609375,212.9369659423828
510.84979248046875,260.81884765625
272.4628601074219,171.2568817138672
478.6550598144531,203.28309631347656
514.1008911132812,285.98272705078125
383.4165954589844,176.8689727783203
557.9772338867188,267.9950256347656
598.6223754882812,149.5489959716797
565.0244750976562,267.116943359375
386.8251647949219,297.6117248535156
508.0317077636719,267.72711181640625
379.95367431640625,181.93649291992188
468.1274108886719,139.56785583496094
441.9580078125,175.20509338378906
248.68275451660156,225.36209106445312
387.3132629394531,140.0531005859375
