x,y
383.2613220214844,430.1474304199219
556.0040283203125,122.07746887207031
305.47344970703125,372.8163757324219
667.7264404296875,176.71946716308594
442.5078125,7.079846382141113
320.6574401855469,395.9349060058594
571.5039672851562,413.0881042480469
262.5380554199219,342.4208068847656
499.3836975097656,13.906349182128906
467.279296875,427.72210693359375
227.26541137695312,199.89183044433594
438.8243103027344,344.1390380859375
632.0857543945312,129.95986938476562
505.49755859375,312.8257751464844
397.2216796875,426.8304138183594
420.8829040527344,337.0135803222656
500.1435546875,310.0311279296875
467.4784851074219,444.11712646484375
437.6915283203125,433.45062255859375
586.3049926757812,59.888301849365234
516.69873046875,417.6073913574219
259.1072998046875,336.2076110839844
540.7173461914062,129.64845275878906
398.049072265625,310.5906677246094
521.2705078125,421.18743896484375
653.8704833984375,155.65354919433594
504.3056335449219,13.218223571777344
321.5302734375,47.46844482421875
633.7169189453125,347.16986083984375
295.5948181152344,77.33883666992188
273.56561279296875,114.6268539428711
346.5128479003906,123.25711822509766
520.5428466796875,423.29669189453125
459.8357238769531,334.0400085449219
340.81964111328125,406.97564697265625
255.33847045898438,328.6124267578125
496.8427429199219,319.8958435058594
636.588623046875,141.9461669921875
524.653076171875,27.632890701293945
257.98760986328125,319.602294921875
654.6011962890625,166.48878479003906
659.6287841796875,176.35255432128906
568.2343139648438,389.9486389160156
473.6184387207031,323.72381591796875
384.5996398925781,11.247981071472168
393.64801025390625,312.7662658691406
493.7646179199219,9.010574340820312
284.59161376953125,355.4376525878906
666.603515625,214.16163635253906
365.76129150390625,120.83660125732422
439.39361572265625,350.4284362792969
330.0126037597656,38.847900390625
244.58648681640625,228.2991943359375
548.8681030273438,415.77032470703125
621.2635498046875,345.58123779296875
448.24700927734375,340.46539306640625
348.8631896972656,145.9445343017578
266.7039794921875,354.9175720214844
394.2253112792969,338.8817443847656
620.0615844726562,366.6477355957031
576.8198852539062,39.89421844482422
666.8416748046875,272.91094970703125
568.93994140625,412.8535461425781
241.94342041015625,262.7980651855469
282.92572021484375,100.71463012695312
502.0639953613281,321.5544128417969
433.95025634765625,11.513608932495117
597.3297729492188,69.96377563476562
542.2384033203125,418.6600341796875
447.7899475097656,316.6023254394531
361.59259033203125,414.725830078125
445.7593078613281,320.92181396484375
645.6100463867188,116.65703582763672
390.26129150390625,427.7532958984375
427.1658935546875,446.6755676269531
578.1377563476562,61.240272521972656
448.7940979003906,6.833897590637207
661.8544921875,276.864501953125
235.66017150878906,161.38189697265625
662.8800048828125,248.64048767089844
506.1178283691406,437.47589111328125
404.947509765625,10.592565536499023
